Department family,Entity,Date,Expense type,Expense area,Client Code,Transaction number,Amount,VAT registration number
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,-12.24,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,173.5,
Defra,JNCC,13/10/2010,EXTERNAL CONFERENCES                                        ,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,376,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,43.5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,49,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,9,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,140,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,22.03,
Defra,JNCC,13/10/2010,CAR PARKING,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,16.3,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,67.98,
Defra,JNCC,13/10/2010,OTHER LIBRARY COSTS                                         ,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,13.15,
Defra,JNCC,13/10/2010,OFFICE FURNITURE PURCHASE                                   ,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,138.36,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,173.06,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,29,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,102.2,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,173.98,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,25.9,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,25.9,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,63.89,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,26.7,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,14.9,
Defra,JNCC,13/10/2010,COACH/BUS TRAVEL,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,31.26,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,686.64,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,89.65,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,169,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,70.6,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,79.6,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,166,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Policy Relevant Info & Reporting,BARCLAYCARD BUSINESS,Barclaycard September 2010,58.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,10,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,67.8,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,52.8,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,10,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Sustainability Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,63.35,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Sustainability Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,10,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Sustainability Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,52.8,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,172.67,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,95.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,53,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,151.5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,120.19,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,10.6,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT MAINTENANCE                              ,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,411.25,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,41,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,29.46,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,33.4,
Defra,JNCC,13/10/2010,OFFICE MAINTENANCE                                          ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,15,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,23.97,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,41.65,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,150.15,
Defra,JNCC,13/10/2010,HEALTH & SAFETY                                             ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,29.31,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,185.72,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,68.98,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,72.98,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,122.46,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,19.65,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,19.5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,8.9,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,11.15,
Defra,JNCC,13/10/2010,CAR PARKING,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,15,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,95,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,309,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,9.99,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,89.07,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,13.02,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,18.32,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,13,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,22.27,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,18.32,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT MAINTENANCE                              ,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,18.79,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT MAINTENANCE                              ,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,32.89,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,324.3,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,13.34,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,45,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,25,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,3.8,
Defra,JNCC,13/10/2010,SUBSISTENCE - UK,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,28,
Defra,JNCC,13/10/2010,SUBSISTENCE - OVERSEAS,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,174.08,
Defra,JNCC,13/10/2010,SUBSISTENCE - OVERSEAS,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,298.8,
Defra,JNCC,13/10/2010,SUBSISTENCE - OVERSEAS,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,254.51,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,234.96,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,53.8,
Defra,JNCC,13/10/2010,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,9.99,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,49.28,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,35.37,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,26.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,43.5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,18,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,95,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,66,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,32,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,20,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,269.9,
Defra,JNCC,13/10/2010,HOSPITALITY                                                 ,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,32.31,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,145.94,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,24.19,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,40.79,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,-15.96,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,118.68,
Defra,JNCC,13/10/2010,CAR PARKING,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,6.5,
Defra,JNCC,13/10/2010,TELEPHONE MOBILE                                            ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,30,
Defra,JNCC,13/10/2010,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,117.44,
Defra,JNCC,13/10/2010,WATER RATES                                                 ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,101.12,
Defra,JNCC,13/10/2010,WATER RATES                                                 ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,190.31,
Defra,JNCC,13/10/2010,AIR TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,168.46,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,18.9,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,29.9,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,21.4,
Defra,JNCC,13/10/2010,EXTERNAL CONFERENCES                                        ,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,287.89,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Conservation Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,76.8,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,67,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Surveillance & Monitoring,BARCLAYCARD BUSINESS,Barclaycard September 2010,103.4,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,47.5,
Defra,JNCC,13/10/2010,WORKING LUNCHES                                             ,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,27.6,
Defra,JNCC,13/10/2010,CAR PARKING,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,25,
Defra,JNCC,13/10/2010,ACCOMMODATION - UK,Marine Surveillance,BARCLAYCARD BUSINESS,Barclaycard September 2010,188.1,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,58.5,
Defra,JNCC,13/10/2010,SUBSISTENCE - UK,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,24.5,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,BARCLAYCARD BUSINESS,Barclaycard September 2010,50.6,
Defra,JNCC,13/10/2010,NON-JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,BARCLAYCARD BUSINESS,Barclaycard September 2010,123.51,
Defra,JNCC,13/10/2010,VEHICLE HIRE                                                ,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,112.81,
Defra,JNCC,13/10/2010,JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,BARCLAYCARD BUSINESS,Barclaycard September 2010,437.6,
Defra,JNCC,13/10/2010,AIR TRAVEL - INTER-CONTINENTAL,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,770.46,
Defra,JNCC,13/10/2010,AIR TRAVEL - INTER-CONTINENTAL,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,40,
Defra,JNCC,13/10/2010,AIR TRAVEL - INTER-CONTINENTAL,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,1059.07,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,162,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,222,
Defra,JNCC,13/10/2010,JOURNALS                                                    ,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,7.48,
Defra,JNCC,13/10/2010,JOURNALS                                                    ,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,448.91,
Defra,JNCC,13/10/2010,NON-JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,BARCLAYCARD BUSINESS,Barclaycard September 2010,100.27,
Defra,JNCC,13/10/2010,SENDING OF POST & PARCELS                                   ,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,16,
Defra,JNCC,13/10/2010,WEBSITE RUNNING COSTS                                       ,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,7.03,
Defra,JNCC,13/10/2010,WEBSITE RUNNING COSTS                                       ,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,38,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Governance & Corporate Services,BARCLAYCARD BUSINESS,Barclaycard September 2010,33.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,54,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,452.07,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,163.61,
Defra,JNCC,13/10/2010,TAXI,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,25.35,
Defra,JNCC,13/10/2010,TAXI,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,23.7,
Defra,JNCC,13/10/2010,SUBSISTENCE - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,5.99,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,35,
Defra,JNCC,13/10/2010,CAR PARKING,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,26,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,32.39,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,140.84,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,45,
Defra,JNCC,13/10/2010,ACCOMMODATION - OVERSEAS,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,243.85,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,37.3,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,7.2,
Defra,JNCC,13/10/2010,CAR PARKING,Global Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,12.5,
Defra,JNCC,13/10/2010,TELEPHONE MOBILE                                            ,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,42.22,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,187.83,
Defra,JNCC,13/10/2010,TELEPHONE MOBILE                                            ,European Intelligence & Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,76.37,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,43.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,54.75,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,37.3,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,4,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,5.6,
Defra,JNCC,13/10/2010,RAIL TRAVEL - UK,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,21,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,162,
Defra,JNCC,13/10/2010,RAIL TRAVEL - OVERSEAS,Marine Management Advice,BARCLAYCARD BUSINESS,Barclaycard September 2010,143,
Defra,JNCC,13/10/2010,AIR TRAVEL - EUROPE,Marine Protected Areas,BARCLAYCARD BUSINESS,Barclaycard September 2010,154.78,
