Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,26-Oct-10,Local Allowances,DG CHANGE & DELIVERY,ECA INTERNATIONAL,1001788,"4,200.00",
FCO,FCO,11-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FIELD FISHER WATERHOUSE,1000758,"33,778.45",
FCO,FCO,11-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FIELD FISHER WATERHOUSE,1000758,"5,911.23",
FCO,FCO,08-Oct-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,COLLIERS,1000680,"49,250.00",
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"31,573.92",
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"20,636.25",
FCO,FCO,12-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1000849,"9,136.78",
FCO,FCO,12-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1000849,-0.01,
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"31,573.92",
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"20,636.25",
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"-20,636.25",
FCO,FCO,12-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1000849,"-31,573.92",
FCO,FCO,21-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GIBS LTD,9802,"55,517.15",
FCO,FCO,05-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GIBS LTD,1002695,"28,668.82",
FCO,FCO,21-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GIBS LTD,1002717,"116,568.85",
FCO,FCO,04-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COB EMPLOYEE EXPENSES,3007462,"175,699.00",
FCO,FCO,14-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COB EMPLOYEE EXPENSES,3007485,"52,709.70",
FCO,FCO,20-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COB EMPLOYEE EXPENSES,3007491,"41,340.94",
FCO,FCO,06-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GILBERT-ASH FITOUT LIMITED,1000486,"229,734.25",
FCO,FCO,06-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GILBERT-ASH FITOUT LIMITED,1000486,"40,203.49",
FCO,FCO,13-Oct-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1000987,"22,286.54",
FCO,FCO,13-Oct-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1000987,"3,900.14",
FCO,FCO,20-Oct-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1001463,"39,800.00",
FCO,FCO,20-Oct-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1001463,"6,965.00",
FCO,FCO,14-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GMW ARCHITECTS,1001087,"7,861.22",
FCO,FCO,14-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GMW ARCHITECTS,1001087,"10,000.00",
FCO,FCO,14-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,GMW ARCHITECTS,1001087,"20,000.00",
FCO,FCO,06-Oct-10,CFER Payments to The Exchequer,NON CASH & UNALLOCATED COSTS,H M EXCHEQUER,3000267,"561,158.20",
FCO,FCO,26-Oct-10,Provision For Retentions,DG DEFENCE AND INTELLIGENCE,USL EMPLOYEE EXPENSES,2000029422,"43,315.40",
FCO,FCO,04-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"78,266.47",
FCO,FCO,04-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"13,696.63",
FCO,FCO,04-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"-78,266.47",
FCO,FCO,04-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"-13,696.63",
FCO,FCO,04-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"78,266.47",
FCO,FCO,04-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"13,696.63",
FCO,FCO,04-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"-78,266.47",
FCO,FCO,04-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"-13,696.63",
FCO,FCO,04-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"78,266.47",
FCO,FCO,04-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1000245,"13,696.63",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"61,035.00",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"32,374.00",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"140,833.00",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"36,816.00",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"15,340.00",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"24,645.78",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"10,681.13",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"5,665.45",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"6,442.80",
FCO,FCO,14-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1001098,"2,684.50",
FCO,FCO,14-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1001098,-0.01,
FCO,FCO,28-Oct-10,Information Systems Under Â£3000,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1002024,"42,575.00",
FCO,FCO,28-Oct-10,Information Systems Under Â£3000,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1002024,"7,450.63",
FCO,FCO,13-Oct-10,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000296,"3,643,999.09",
FCO,FCO,13-Oct-10,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000296,"2,135,725.91",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"14,305.07",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,470,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,562.3,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,989.86,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"48,702.57",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,940.38,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,405.51",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"6,455.89",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,105.13",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"16,508.41",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"103,543.88",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"2,664.15",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"2,219.22",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,489.19,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,410.72",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,953.4,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,550.28,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,470,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"3,760.00",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,470,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"3,551.83",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,880.00",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"2,088.00",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,858.46,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"2,349.85",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,125.83",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,655.41,
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,037.00",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"21,074.21",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"5,512.13",
FCO,FCO,20-Oct-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000322,"1,620.46",
FCO,FCO,25-Oct-10,Customer Refund Account,NON CASH & UNALLOCATED COSTS,COUNCIL OF THE EUROPEAN UNION,1001697,"100,000.00",
FCO,FCO,08-Oct-10,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1000705,"158,643.48",
FCO,FCO,08-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1000705,"27,762.61",
FCO,FCO,12-Oct-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1000884,"32,100.00",
FCO,FCO,12-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1000884,"5,617.50",
FCO,FCO,12-Oct-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1000884,"-32,100.00",
FCO,FCO,12-Oct-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1000884,"32,100.00",
FCO,FCO,26-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ETA EMPLOYEE EXPENSES,580683,"4,996.50",
FCO,FCO,26-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ETA EMPLOYEE EXPENSES,580683,"16,089.05",
FCO,FCO,26-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ETA EMPLOYEE EXPENSES,580683,"1,844.86",
FCO,FCO,19-Oct-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,NATO OFFICE OF FINANCIAL CONTROL,1011904,"40,595.68",
FCO,FCO,20-Oct-10,Local Staff Terminal Benefits,DG EUROPE AND GLOBALISATION,THB EMPLOYEE EXPENSES,100016421,"33,722.71",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,500.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,700,
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"3,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,500.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,500.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,300,
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,500,
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"2,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"2,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"3,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,300.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"3,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"2,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,800,
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"2,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"2,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,000.00",
FCO,FCO,22-Oct-10,Fco Staff Sterling Cheques,DG POLITICAL,RSM EMPLOYEE EXPENSES,2005142,"1,000.00",
FCO,FCO,14-Oct-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,GMT HOTELS,200002350,"113,627.48",
FCO,FCO,14-Oct-10,Information Systems Maintenance,DG CENTRAL GROUP,SYMANTEC LIRIC LTD,1001159,"186,555.00",
FCO,FCO,14-Oct-10,Information Systems Maintenance,DG CENTRAL GROUP,SYMANTEC LIRIC LTD,1001159,"-186,555.00",
FCO,FCO,14-Oct-10,Information Systems Maintenance,DG CENTRAL GROUP,SYMANTEC LIRIC LTD,1001159,"186,555.00",
FCO,FCO,14-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,SYMANTEC LIRIC LTD,1001159,"32,647.13",
FCO,FCO,14-Oct-10,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1001149,"28,257.52",
FCO,FCO,25-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SOLACE ENTERPRISES,1001734,"36,000.00",
FCO,FCO,18-Oct-10,Local Staff Terminal Benefits,DG POLITICAL,LEB EMPLOYEE EXPENSES,930904,"41,554.60",
FCO,FCO,27-Oct-10,Local Staff Terminal Benefits,DG POLITICAL,LEB EMPLOYEE EXPENSES,930921,"49,721.93",
FCO,FCO,07-Oct-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,UAD EMPLOYEE EXPENSES,300003019,"34,466.12",
FCO,FCO,13-Oct-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,HENCKEL & MATHEY GBR,2002519,"29,772.77",
FCO,FCO,08-Oct-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AFRICAN UNION PEACE FUND,1000668,"410,000.00",
FCO,FCO,25-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1001713,"38,143.10",
FCO,FCO,25-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1001713,"-38,143.10",
FCO,FCO,25-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1001713,"38,143.10",
FCO,FCO,27-Oct-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000355,"38,716.00",
FCO,FCO,27-Oct-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000355,"-38,716.00",
FCO,FCO,27-Oct-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000355,"38,716.00",
FCO,FCO,28-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,WESTMINSTER FOUNDATION FOR DEMOCRACY,1002083,"906,470.92",
FCO,FCO,15-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ECONOMIC CO-OPERATION FOUNDATION,200000862,"34,750.04",
FCO,FCO,28-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATIONAL DEMOCRATIC INSTITUTE,10145,"85,932.00",
FCO,FCO,11-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CIVIL SOCIETY INSTITUTE,100002254,"29,786.69",
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"28,085.00",
FCO,FCO,19-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"4,914.88",
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"-28,085.00",
FCO,FCO,19-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"-4,914.88",
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"28,085.00",
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,394.8,
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,210,
FCO,FCO,19-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"1,511.10",
FCO,FCO,19-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1001415,"5,285.16",
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001511,"25,685.00",
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001511,451.2,
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1001511,240,
FCO,FCO,20-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1001511,"4,615.84",
FCO,FCO,21-Oct-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HARLOW INTERNATIONAL LTD,1001558,"57,495.77",
FCO,FCO,12-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1000820,"38,591.48",
FCO,FCO,15-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1001184,"97,157.72",
FCO,FCO,26-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000314,"50,165.83",
FCO,FCO,12-Oct-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,DESIGN IT SOLUTIONS LTD,5250,"62,500.00",
FCO,FCO,07-Oct-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1000557,"40,789.29",
FCO,FCO,07-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1000557,"7,138.13",
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,84,
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,276,
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,14,
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,"23,420.00",
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,540,
FCO,FCO,20-Oct-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1001499,"1,080.00",
FCO,FCO,20-Oct-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1001499,"4,447.45",
